日期,每小时露点温度,每小时降水量,每小时相对湿度,每小时站压力,每小时可见度,每小时风速
2018-07-14T12:51:00,65,0,51,30.06,10,15
2018-07-14T13:00:00,65,,51,30.06,9.94,15
2018-07-14T13:51:00,67,0,57,30.06,10,15
2018-07-14T14:51:00,66,0,57,30.04,10,17
2018-07-14T15:51:00,66,0,58,30.03,10,18
2018-07-14T16:00:00,66,,58,30.02,9.94,18
2018-07-14T16:51:00,66,0,61,30.01,10,20
2018-07-14T17:51:00,67,0,64,29.98,10,16
2018-07-14T18:51:00,68,0,71,29.98,10,10
2018-07-14T19:00:00,68,,71,29.97,9.94,10
2018-07-14T19:51:00,69,0,77,29.98,10,9
2018-07-14T20:51:00,68,0,77,30.01,10,8
2018-07-14T21:51:00,65,0,66,30.01,10,9
2018-07-14T22:00:00,65,,66,30,9.94,9
2018-07-14T22:51:00,62,0,56,30.03,10,7
2018-07-14T23:51:00,71,0.28,97,30.06,4,20
2018-07-14T23:59:00,,,,,,
2018-07-15T00:51:00,71,0.04,100,30.01,10,0
2018-07-15T01:00:00,71,,100,30.01,9.94,0
2018-07-15T01:51:00,70,0,94,30.01,10,8
2018-07-15T02:51:00,71,0.01,94,30.01,10,6
2018-07-15T03:38:00,71,0.01,94,30.03,6,13
2018-07-15T03:49:00,70,,94,30.04,2,11
2018-07-15T03:51:00,70,0.40s,96,30.03,2,9
2018-07-15T04:00:00,70,,96,30.03,1.99,9
2018-07-15T04:49:00,70,,100,30.01,10,8
2018-07-15T04:51:00,70,0.1,100,30.01,10,7
2018-07-15T05:49:00,70,,94,30.01,3,6
2018-07-15T05:51:00,70,0.03,96,30.01,5,6
2018-07-15T06:21:00,71,T,100,30.01,6,0
2018-07-15T06:51:00,69,0.01,97,30.01,10,9
2018-07-15T07:00:00,69,,97,30.01,9.94,9
2018-07-15T07:14:00,68,,93,30.01,10,8
2018-07-15T07:51:00,69,T,94,30,10,9
2018-07-15T08:51:00,70,0.01,96,30,10,11
2018-07-15T09:51:00,70,T,94,30,10,9
2018-07-15T10:00:00,70,,94,29.99,9.94,9
2018-07-15T10:51:00,70,0,94,30.01,10,13
2018-07-15T11:08:00,70,,90,30.01,10,14
2018-07-15T11:31:00,70,,90,30.01,10,10
2018-07-15T11:51:00,70,0,90,30,10,11
2018-07-15T12:51:00,71,0,79,29.98,10,11
2018-07-15T13:00:00,71,,79,29.97,9.94,11
2018-07-15T13:51:00,70,0,74,29.96,10,10
2018-07-15T14:51:00,70,0,76,29.95,10,13
2018-07-15T15:51:00,71,0,72,29.93,10,14
2018-07-15T16:00:00,71,,72,29.93,9.94,14
2018-07-15T16:51:00,70,0,74,29.93,10,13
2018-07-15T17:51:00,72,0,88,29.93,10,10
2018-07-15T18:51:00,71,0,91,29.93,10,13
2018-07-15T19:00:00,71,,91,29.93,9.94,13
2018-07-15T19:51:00,72,0,96,29.95,10,10
2018-07-15T20:51:00,72,0,94,29.96,10,8
2018-07-15T21:51:00,73,0,100,29.96,10,8
2018-07-15T22:00:00,73,,100,29.96,9.94,8
2018-07-15T22:51:00,73,0,100,29.96,10,7
2018-07-15T23:51:00,73,0,100,29.96,10,6
2018-07-15T23:59:00,,,,,,
2018-07-16T00:51:00,73,0,97,29.96,10,7
2018-07-16T01:00:00,73,,97,29.95,9.94,7
2018-07-16T01:51:00,73,0,100,29.96,10,6
2018-07-16T02:51:00,74,0,100,29.96,10,8
2018-07-16T03:51:00,73,0,100,29.95,7,3
2018-07-16T04:00:00,73,,100,29.94,6.84,3
2018-07-16T04:51:00,73,0,100,29.96,7,7
2018-07-16T05:51:00,74,0,100,29.96,7,9
2018-07-16T06:51:00,74,0,94,29.96,7,8
2018-07-16T07:00:00,74,,94,29.96,6.84,8
2018-07-16T07:51:00,74,0,87,29.96,8,7
2018-07-16T08:51:00,74,0,77,29.98,9,7
2018-07-16T09:51:00,74,0,72,29.96,10,6
2018-07-16T10:00:00,74,,72,29.96,9.94,6
2018-07-16T10:51:00,75,0,70,29.96,10,10
2018-07-16T11:51:00,75,0,70,29.96,10,14
2018-07-16T12:51:00,76,0,75,29.95,10,14
2018-07-16T13:00:00,76,,75,29.94,9.94,14
2018-07-16T13:51:00,74,0,70,29.93,10,15
2018-07-16T14:51:00,75,0,72,29.93,10,15
2018-07-16T15:51:00,74,0,72,29.91,10,18
2018-07-16T16:00:00,74,,72,29.91,9.94,18
2018-07-16T16:51:00,73,0,79,29.9,10,18
2018-07-16T17:51:00,73,0,82,29.9,10,18
2018-07-16T18:51:00,74,0,87,29.88,10,17
2018-07-16T19:00:00,74,,87,29.88,9.94,17
2018-07-16T19:51:00,74,0,90,29.88,10,11
2018-07-16T20:51:00,74,0,94,29.91,10,14
2018-07-16T21:51:00,74,0,94,29.9,10,10
2018-07-16T22:00:00,74,,94,29.89,9.94,10
2018-07-16T22:51:00,74,0,94,29.91,10,13
2018-07-16T23:51:00,74,0,94,29.9,10,9
2018-07-16T23:59:00,,,,,,
2018-07-17T00:51:00,74,0,94,29.9,10,13
2018-07-17T01:00:00,74,,94,29.89,9.94,13
2018-07-17T01:51:00,74,0,96,29.9,10,9
2018-07-17T02:51:00,74,0,100,29.88,10,9
2018-07-17T03:51:00,74,0,100,29.87,10,9
2018-07-17T04:00:00,74,,100,29.86,9.94,9
2018-07-17T04:51:00,74,0,100,29.87,10,10
2018-07-17T05:51:00,74,0,96,29.87,10,10
2018-07-17T06:51:00,75,0,94,29.87,10,9
2018-07-17T07:00:00,75,,94,29.86,9.94,9
2018-07-17T07:51:00,75,0,88,29.87,10,9
2018-07-17T08:51:00,75,0,85,29.85,10,10
2018-07-17T09:51:00,76,0,85,29.83,10,11
2018-07-17T10:00:00,76,,85,29.82,9.94,11
2018-07-17T10:51:00,76,0,82,29.82,10,16
2018-07-17T11:51:00,76,0,85,29.8,10,16
2018-07-17T12:51:00,76,0,87,29.77,10,16
2018-07-17T13:00:00,76,,87,29.76,9.94,16
2018-07-17T13:40:00,76,,79,29.75,10,21
2018-07-17T13:51:00,76,0,85,29.74,10,21
2018-07-17T14:03:00,75,,85,29.75,10,20
2018-07-17T14:29:00,71,T,88,29.78,5,8
2018-07-17T14:51:00,72,0.48,100,29.8,6,7
2018-07-17T15:48:00,72,0.18,100,29.8,9,5
2018-07-17T15:51:00,71,0.16,97,29.78,9,5
2018-07-17T16:00:00,71,,97,29.78,8.7,5
2018-07-17T16:40:00,72,0.02,96,29.78,10,8
2018-07-17T16:51:00,73,0.02,100,29.8,10,10
2018-07-17T17:00:00,73,T,100,29.8,10,13
2018-07-17T17:15:00,72,0.01,100,29.83,7,11
2018-07-17T17:51:00,71,0.02,100,29.82,10,15
2018-07-17T18:51:00,71,0,100,29.82,10,10
2018-07-17T19:00:00,71,,100,29.81,9.94,10
2018-07-17T19:51:00,71,0,100,29.8,10,7
2018-07-17T20:51:00,71,0,100,29.8,10,7
2018-07-17T21:51:00,71,0,94,29.82,10,10
2018-07-17T22:00:00,71,,94,29.81,9.94,10
2018-07-17T22:51:00,71,0,94,29.8,10,6
2018-07-17T23:51:00,71,T,94,29.8,10,7
2018-07-17T23:59:00,,,,,,
2018-07-18T00:51:00,71,T,94,29.78,10,6
2018-07-18T01:00:00,71,,94,29.78,9.94,6
2018-07-18T01:51:00,69,0,94,29.78,10,7
2018-07-18T02:51:00,65,0,79,29.8,10,7
2018-07-18T03:51:00,63,0,76,29.8,10,10
2018-07-18T04:00:00,63,,76,29.8,9.94,10
2018-07-18T04:51:00,61,0,76,29.83,10,10
2018-07-18T05:51:00,61,0,71,29.83,10,11
2018-07-18T06:51:00,62,0,81,29.83,10,20
2018-07-18T07:00:00,62,,81,29.83,9.94,20
2018-07-18T07:51:00,63,0,69,29.85,10,20
2018-07-18T08:51:00,62,0,58,29.87,10,16
2018-07-18T09:51:00,63,0,54,29.88,10,14
2018-07-18T10:00:00,63,,54,29.87,9.94,14
2018-07-18T10:51:00,61,0,49,29.87,10,15
2018-07-18T11:51:00,58,0,41,29.87,10,22
2018-07-18T12:51:00,56,0,38,29.88,10,16
2018-07-18T13:00:00,55,,37,29.87,9.94,16
2018-07-18T13:51:00,55,0,36,29.88,10,16
2018-07-18T14:51:00,55,0,36,29.85,10,17
2018-07-18T15:51:00,58,0,43,29.85,10,9
2018-07-18T16:00:00,57,,42,29.85,9.94,9
2018-07-18T16:51:00,58,0,40,29.85,10,14
2018-07-18T17:51:00,54,0,37,29.87,10,14
2018-07-18T18:51:00,51,0,34,29.9,10,14
2018-07-18T19:00:00,52,,35,29.89,9.94,14
2018-07-18T19:51:00,51,0,38,29.91,10,11
2018-07-18T20:51:00,51,0,39,29.93,10,11
2018-07-18T21:51:00,51,0,40,29.95,10,10
2018-07-18T22:00:00,52,,42,29.94,9.94,10
2018-07-18T22:51:00,54,0,50,29.96,10,7
2018-07-18T23:51:00,55,0,55,29.98,10,8
2018-07-18T23:59:00,,,,,,
2018-07-19T00:51:00,55,0,59,30,10,6
2018-07-19T01:00:00,55,,59,29.99,9.94,6
2018-07-19T01:51:00,52,0,53,30,10,8
2018-07-19T02:51:00,51,0,53,30.01,10,8
2018-07-19T03:51:00,52,0,59,30.01,10,8
2018-07-19T04:00:00,52,,59,30.01,9.94,8
2018-07-19T04:51:00,53,0,63,30.03,10,8
2018-07-19T05:51:00,54,0,61,30.04,10,9
2018-07-19T06:51:00,55,0,59,30.06,10,13
2018-07-19T07:00:00,55,,59,30.05,9.94,13
2018-07-19T07:51:00,54,0,51,30.08,10,10
2018-07-19T08:51:00,53,0,46,30.09,10,9
2018-07-19T09:51:00,51,0,39,30.09,10,6
2018-07-19T10:00:00,51,,39,30.08,9.94,6
2018-07-19T10:51:00,51,0,38,30.09,10,3
2018-07-19T11:51:00,56,0,45,30.08,10,10
2018-07-19T12:51:00,56,0,45,30.08,10,11
2018-07-19T13:00:00,56,,45,30.07,9.94,11
2018-07-19T13:51:00,56,0,44,30.08,10,10
2018-07-19T14:51:00,54,0,42,30.06,10,11
2018-07-19T15:51:00,55,0,45,30.06,10,11
2018-07-19T16:00:00,55,,45,30.06,9.94,11
2018-07-19T16:51:00,56,0,48,30.06,10,9
2018-07-19T17:51:00,58,0,55,30.06,10,11
2018-07-19T18:51:00,60,0,64,30.06,10,10
2018-07-19T19:00:00,61,,65,30.06,9.94,10
2018-07-19T19:51:00,63,0,73,30.08,10,9
2018-07-19T20:51:00,64,0,76,30.09,10,6
2018-07-19T21:51:00,64,0,79,30.11,10,7
2018-07-19T22:00:00,64,,79,30.1,9.94,7
2018-07-19T22:51:00,67,0,90,30.11,10,7
2018-07-19T23:51:00,68,0,93,30.11,10,7
2018-07-19T23:59:00,,,,,,
2018-07-20T00:51:00,68,0,96,30.11,10,6
2018-07-20T01:00:00,68,,96,30.11,9.94,6
2018-07-20T01:51:00,68,0,96,30.11,10,6
2018-07-20T02:51:00,67,0,96,30.11,10,6
2018-07-20T03:51:00,68,0,93,30.11,10,3
2018-07-20T04:00:00,68,,93,30.11,9.94,3
2018-07-20T04:51:00,67,0,96,30.12,10,0
2018-07-20T05:51:00,68,0,90,30.14,10,3
2018-07-20T06:51:00,67,0,79,30.14,10,3
2018-07-20T07:00:00,67,,79,30.14,9.94,3
2018-07-20T07:51:00,65,0,66,30.14,10,3
2018-07-20T08:51:00,62,0,62,30.14,10,6
2018-07-20T09:51:00,66,0,65,30.16,10,10
2018-07-20T10:00:00,66,,65,30.15,9.94,10
2018-07-20T10:51:00,66,0,67,30.16,10,14
2018-07-20T11:51:00,64,0,62,30.16,10,14
2018-07-20T12:51:00,62,0,56,30.16,10,13
2018-07-20T13:00:00,62,,56,30.15,9.94,13
2018-07-20T13:51:00,57,0,47,30.14,10,9
2018-07-20T14:51:00,57,0,48,30.12,10,11
2018-07-20T15:51:00,56,0,47,30.11,10,14
2018-07-20T16:00:00,56,,47,30.11,9.94,14
2018-07-20T16:51:00,61,0,60,30.11,10,14
2018-07-20T17:51:00,62,0,67,30.11,10,11
2018-07-20T18:51:00,61,0,66,30.11,10,11
2018-07-20T19:00:00,61,,66,30.11,9.94,11
2018-07-20T19:51:00,60,0,66,30.11,10,9
2018-07-20T20:51:00,60,0,68,30.11,10,8
2018-07-20T21:51:00,60,0,68,30.11,10,7
2018-07-20T22:00:00,60,,68,30.11,9.94,7
2018-07-20T22:51:00,60,0,68,30.11,10,9
2018-07-20T23:51:00,61,0,73,30.09,10,9
2018-07-20T23:59:00,,,,,,
2018-07-21T00:51:00,60,0,71,30.09,10,8
2018-07-21T01:00:00,60,,71,30.08,9.94,8
2018-07-21T01:51:00,61,0,76,30.09,10,6
2018-07-21T02:51:00,61,0,78,30.08,10,5
2018-07-21T03:51:00,61,0,81,30.08,10,5
2018-07-21T04:00:00,61,,81,30.07,9.94,5
2018-07-21T04:51:00,62,0,87,30.06,10,6
2018-07-21T05:51:00,63,0,81,30.06,10,6
2018-07-21T06:51:00,61,0,68,30.06,10,11
2018-07-21T07:00:00,61,,68,30.06,9.94,11
2018-07-21T07:51:00,56,0,54,30.06,10,13
2018-07-21T08:51:00,59,0,60,30.08,10,14
2018-07-21T09:51:00,60,0,60,30.08,10,17
2018-07-21T10:00:00,60,,60,30.07,9.94,17
2018-07-21T10:51:00,60,0,58,30.06,10,18
2018-07-21T11:51:00,60,0,58,30.06,10,20
2018-07-21T12:51:00,60,0,58,30.03,10,21
2018-07-21T13:00:00,60,,58,30.03,9.94,21
2018-07-21T13:51:00,61,0,64,30.03,10,21
2018-07-21T14:51:00,60,0,64,30.01,10,18
2018-07-21T15:51:00,59,0,62,30,10,15
2018-07-21T16:00:00,59,,62,29.99,9.94,15
2018-07-21T16:51:00,56,0,57,29.98,10,18
2018-07-21T17:51:00,56,T,59,29.96,10,15
2018-07-21T18:15:00,58,T,63,29.96,10,18
2018-07-21T18:51:00,62,0.01,81,29.95,6,16
2018-07-21T19:00:00,62,,81,29.94,5.59,16
2018-07-21T19:49:00,66,,100,29.93,5,14
2018-07-21T19:51:00,66,0.08,97,29.93,5,13
2018-07-21T20:49:00,68,,100,29.91,6,18
2018-07-21T20:51:00,68,0.08,100,29.91,6,16
2018-07-21T21:51:00,70,0.27,100,29.88,5,20
2018-07-21T22:00:00,70,,100,29.88,4.97,20
2018-07-21T22:51:00,71,0.06,100,29.87,3,24
2018-07-21T23:51:00,71,0.08,100,29.85,3,22
2018-07-21T23:59:00,,,,,,
2018-07-22T00:51:00,72,0.04,100,29.8,3,23
2018-07-22T01:00:00,72,,100,29.79,2.98,23
2018-07-22T01:51:00,72,0.13,100,29.77,4,30
2018-07-22T02:51:00,73,0.03,100,29.78,6,23
2018-07-22T03:51:00,73,0.01,100,29.78,6,23
2018-07-22T04:00:00,73,,100,29.78,5.59,23
2018-07-22T04:49:00,73,,100,29.8,6,16
2018-07-22T04:51:00,73,0.01,100,29.8,6,16
2018-07-22T05:24:00,72,0.01,100,29.8,6,15
2018-07-22T05:51:00,72,T,100,29.83,8,16
2018-07-22T06:51:00,72,0,100,29.85,10,16
2018-07-22T07:00:00,72,,100,29.84,9.94,16
2018-07-22T07:51:00,72,T,100,29.87,10,18
2018-07-22T08:51:00,70,0,90,29.9,10,23
2018-07-22T09:51:00,71,0,88,29.93,10,18
2018-07-22T10:00:00,71,,88,29.92,9.94,18
2018-07-22T10:51:00,73,0,91,29.95,10,16
2018-07-22T11:49:00,75,,94,29.96,10,15
2018-07-22T11:51:00,75,0,94,29.96,10,15
2018-07-22T11:57:00,75,,94,29.96,10,16
2018-07-22T12:51:00,76,0,93,29.96,10,18
2018-07-22T13:00:00,76,,93,29.95,9.94,18
2018-07-22T13:10:00,75,,94,29.95,10,21
2018-07-22T13:51:00,75,T,94,29.95,10,20
2018-07-22T14:51:00,74,0,90,29.93,10,21
2018-07-22T15:51:00,74,0,94,29.96,10,21
2018-07-22T16:00:00,74,,94,29.95,9.94,21
2018-07-22T16:02:00,73,,94,29.96,10,21
2018-07-22T16:49:00,73,,100,29.96,10,23
2018-07-22T16:51:00,73,0,97,29.96,10,21
2018-07-22T17:25:00,74,,96,29.96,10,23
2018-07-22T17:51:00,74,0.01,100,29.96,6,24
2018-07-22T18:31:00,74,0.01,100,29.96,1,28
2018-07-22T18:45:00,72,0.49,100,29.96,1,11
2018-07-22T18:51:00,73,0.54,100,29.96,3,11
2018-07-22T19:00:00,73,,100,29.96,2.98,11
2018-07-22T19:07:00,73,0.01,100,29.96,3,15
2018-07-22T19:49:00,73,,100,29.98,8,15
2018-07-22T19:51:00,74,0.08,100,29.98,8,17
2018-07-22T20:43:00,74,0.08,100,30,8,16
2018-07-22T20:51:00,74,0.08,100,30,9,16
2018-07-22T21:41:00,74,T,100,30.01,9,18
2018-07-22T21:51:00,74,T,100,30.01,9,18
2018-07-22T22:00:00,74,,100,30,8.7,18
2018-07-22T22:29:00,75,,100,30.01,10,15
2018-07-22T22:51:00,75,0,100,30.01,9,15
2018-07-22T23:51:00,75,0,100,30.01,9,15
2018-07-22T23:59:00,,,,,,
2018-07-23T00:51:00,75,0,100,30.01,10,15
2018-07-23T01:00:00,75,,100,30.01,9.94,15
2018-07-23T01:51:00,75,0,100,30.01,9,16
2018-07-23T02:51:00,74,0,100,30,10,16
2018-07-23T03:49:00,73,,100,30.01,10,17
2018-07-23T03:51:00,74,0,100,30.01,10,17
2018-07-23T04:00:00,74,,100,30,9.94,17
2018-07-23T04:39:00,74,T,100,30.01,10,20
2018-07-23T04:51:00,74,T,100,30.03,9,17
2018-07-23T05:13:00,74,0.02,100,30.03,6,17
2018-07-23T05:51:00,73,0.03,100,30.03,6,16
2018-07-23T06:15:00,73,0.01,100,30.04,10,14
2018-07-23T06:39:00,73,0.01,100,30.04,10,13
2018-07-23T06:51:00,74,0.01,100,30.06,10,13
2018-07-23T07:00:00,74,,100,30.05,9.94,13
2018-07-23T07:51:00,73,0,100,30.08,10,14
2018-07-23T08:21:00,73,0.03,100,30.09,10,14
2018-07-23T08:51:00,74,0.03,100,30.09,10,15
2018-07-23T09:49:00,73,,94,30.09,10,17
2018-07-23T09:51:00,73,T,94,30.09,10,17
2018-07-23T10:00:00,73,,94,30.09,9.94,17
2018-07-23T10:51:00,75,0,97,30.11,10,18
2018-07-23T11:51:00,76,0,93,30.11,10,17
2018-07-23T12:51:00,76,0,93,30.11,10,20
2018-07-23T13:00:00,76,,93,30.1,9.94,20
2018-07-23T13:48:00,75,,89,30.11,10,22
2018-07-23T13:51:00,76,0,93,30.11,10,21
2018-07-23T14:51:00,76,0,93,30.11,10,22
2018-07-23T15:51:00,75,0,94,30.11,10,18
2018-07-23T16:00:00,75,,94,30.1,9.94,18
2018-07-23T16:51:00,75,0,94,30.11,10,22
2018-07-23T17:51:00,75,0,97,30.12,10,20
2018-07-23T18:51:00,74,0,96,30.14,10,14
2018-07-23T19:00:00,74,,96,30.13,9.94,14
2018-07-23T19:51:00,74,0,96,30.14,10,16
2018-07-23T20:51:00,74,0,100,30.16,10,15
2018-07-23T21:51:00,74,0,100,30.16,10,16
2018-07-23T22:00:00,74,,100,30.16,9.94,16
2018-07-23T22:51:00,74,0,100,30.17,10,14
2018-07-23T23:51:00,74,0,100,30.17,10,13
2018-07-23T23:59:00,,,,,,
2018-07-24T00:51:00,74,0,100,30.16,10,16
2018-07-24T01:00:00,74,,100,30.16,9.94,16
2018-07-24T01:51:00,74,0,100,30.16,10,15
2018-07-24T02:51:00,74,0,100,30.16,10,18
2018-07-24T03:51:00,74,0,100,30.16,10,16
2018-07-24T04:00:00,74,,100,30.15,9.94,16
2018-07-24T04:51:00,74,0,100,30.16,10,15
2018-07-24T05:51:00,75,0,100,30.17,10,15
2018-07-24T06:51:00,75,0,97,30.19,10,15
2018-07-24T07:00:00,75,,97,30.18,9.94,15
2018-07-24T07:51:00,75,0,88,30.19,10,20
2018-07-24T08:51:00,75,0,85,30.19,10,16
2018-07-24T09:51:00,76,0,85,30.19,10,21
2018-07-24T10:00:00,76,,85,30.18,9.94,21
2018-07-24T10:51:00,76,0,85,30.19,10,20
2018-07-24T11:51:00,76,0,82,30.17,10,20
2018-07-24T12:51:00,76,0,82,30.16,10,18
2018-07-24T13:00:00,76,,82,30.16,9.94,18
2018-07-24T13:51:00,76,0,85,30.16,10,23
2018-07-24T14:51:00,76,0,85,30.14,10,20
2018-07-24T15:51:00,75,0,82,30.12,10,20
2018-07-24T16:00:00,75,,82,30.12,9.94,20
2018-07-24T16:51:00,75,0,88,30.11,10,22
2018-07-24T17:51:00,75,0,90,30.11,10,16
2018-07-24T18:51:00,75,0,94,30.11,10,15
2018-07-24T19:00:00,75,,94,30.1,9.94,15
2018-07-24T19:51:00,75,0,97,30.11,10,15
2018-07-24T20:51:00,75,0,97,30.11,10,13
2018-07-24T21:46:00,75,,100,30.11,10,15
2018-07-24T21:51:00,75,0,97,30.11,10,15
2018-07-24T22:00:00,75,,97,30.1,9.94,15
2018-07-24T22:51:00,75,0,97,30.11,10,17
2018-07-24T23:51:00,75,0,97,30.09,10,15
2018-07-24T23:59:00,,,,,,
2018-07-25T00:51:00,75,0,100,30.08,10,14
2018-07-25T01:00:00,75,,100,30.07,9.94,14
2018-07-25T01:51:00,75,0,100,30.06,10,16
2018-07-25T02:51:00,75,0,100,30.03,10,15
2018-07-25T03:51:00,75,T,97,30.03,10,16
2018-07-25T04:00:00,75,,97,30.02,9.94,16
2018-07-25T04:51:00,75,0,97,30.01,10,20
2018-07-25T05:17:00,75,,97,30.01,8,17
2018-07-25T05:38:00,76,,100,30.01,8,17
2018-07-25T05:51:00,76,T,100,30.01,8,17
2018-07-25T06:51:00,75,T,100,30.01,8,14
2018-07-25T07:00:00,75,,100,30,7.46,14
2018-07-25T07:51:00,75,0.02,100,30,7,17
2018-07-25T08:08:00,75,T,100,30,10,15
2018-07-25T08:24:00,75,T,100,30,10,17
2018-07-25T08:37:00,74,T,96,30.01,10,17
2018-07-25T08:51:00,75,T,100,30.01,10,15
2018-07-25T09:51:00,75,0,90,30.01,10,21
2018-07-25T10:00:00,75,,90,30,9.94,21
2018-07-25T10:17:00,75,,90,30,10,21
2018-07-25T10:33:00,75,,88,30,10,18
2018-07-25T10:51:00,76,T,87,29.98,9,17
2018-07-25T11:19:00,74,T,87,29.98,10,25
2018-07-25T11:49:00,75,,89,29.98,10,20
2018-07-25T11:51:00,75,T,90,29.98,10,20
2018-07-25T12:51:00,75,T,88,29.96,10,20
2018-07-25T13:00:00,75,,88,29.95,9.94,20
2018-07-25T13:51:00,75,0,90,29.95,10,18
2018-07-25T14:43:00,76,0.08,100,29.93,7,17
2018-07-25T14:51:00,76,0.08,100,29.93,8,21
2018-07-25T15:10:00,76,T,100,29.91,10,14
2018-07-25T15:47:00,75,T,94,29.91,10,22
2018-07-25T15:51:00,76,T,96,29.91,10,20
2018-07-25T16:00:00,76,,96,29.9,9.94,20
2018-07-25T16:40:00,75,T,97,29.91,10,18
2018-07-25T16:51:00,75,T,100,29.91,10,18
2018-07-25T17:51:00,75,0.01,100,29.91,10,14
2018-07-25T18:51:00,75,T,100,29.9,8,11
2018-07-25T19:00:00,75,,100,29.89,7.46,11
2018-07-25T19:51:00,75,0.02,100,29.9,10,16
2018-07-25T20:51:00,74,T,100,29.88,10,11
2018-07-25T21:51:00,73,0.13,100,29.88,4,11
2018-07-25T22:00:00,73,,100,29.87,3.73,11
2018-07-25T22:51:00,73,0.04,100,29.87,8,7
2018-07-25T23:26:00,73,T,100,29.85,10,6
2018-07-25T23:51:00,72,0,100,29.83,10,7
2018-07-25T23:59:00,,,,,,
2018-07-26T00:35:00,73,,100,29.82,10,6
2018-07-26T00:51:00,73,0,100,29.82,10,7
2018-07-26T01:00:00,73,,100,29.81,9.94,7
2018-07-26T01:04:00,73,,100,29.82,10,9
2018-07-26T01:51:00,73,0,100,29.82,10,10
2018-07-26T02:38:00,73,,100,29.82,10,13
2018-07-26T02:51:00,73,0,100,29.82,10,11
2018-07-26T03:51:00,73,0,100,29.83,10,13
2018-07-26T04:00:00,73,,100,29.82,9.94,13
2018-07-26T04:49:00,72,,94,29.83,10,9
2018-07-26T04:51:00,72,0,96,29.83,10,9
2018-07-26T05:51:00,73,0,97,29.83,10,7
2018-07-26T06:51:00,73,0,97,29.83,10,10
2018-07-26T07:00:00,73,,97,29.83,9.94,10
2018-07-26T07:49:00,73,,89,29.83,10,10
2018-07-26T07:51:00,73,0,91,29.83,10,10
2018-07-26T08:51:00,73,T,91,29.85,10,9
2018-07-26T09:32:00,73,T,85,29.85,10,11
2018-07-26T09:51:00,73,0,82,29.85,10,11
2018-07-26T10:00:00,73,,82,29.85,9.94,11
2018-07-26T10:51:00,73,0,82,29.85,10,13
2018-07-26T11:51:00,72,0,76,29.85,10,10
2018-07-26T12:51:00,73,0,70,29.85,10,10
2018-07-26T13:00:00,73,,70,29.85,9.94,10
2018-07-26T13:51:00,73,0,70,29.85,10,14
2018-07-26T14:51:00,72,0,67,29.85,10,14
2018-07-26T15:51:00,74,0,77,29.85,10,15
2018-07-26T16:00:00,74,,77,29.85,9.94,15
2018-07-26T16:51:00,74,0,79,29.85,10,14
2018-07-26T17:51:00,74,0,82,29.85,10,14
2018-07-26T18:51:00,74,0,85,29.88,10,15
2018-07-26T19:00:00,74,,85,29.87,9.94,15
2018-07-26T19:51:00,75,0,90,29.88,10,11
2018-07-26T20:51:00,75,0,94,29.91,10,9
2018-07-26T21:51:00,74,0,90,29.93,10,7
2018-07-26T22:00:00,74,,90,29.92,9.94,7
2018-07-26T22:51:00,72,0,82,29.93,10,10
2018-07-26T23:51:00,72,0,88,29.93,10,9
2018-07-26T23:59:00,,,,,,
2018-07-27T00:51:00,72,0,90,29.93,10,7
2018-07-27T01:00:00,72,,90,29.92,9.94,7
2018-07-27T01:51:00,73,0,97,29.93,10,3
2018-07-27T02:51:00,73,0,100,29.93,10,6
2018-07-27T03:51:00,73,0,100,29.93,10,6
2018-07-27T04:00:00,73,,100,29.92,9.94,6
2018-07-27T04:51:00,73,0,100,29.95,10,7
2018-07-27T05:51:00,75,0,100,29.96,10,6
2018-07-27T06:51:00,75,0,94,29.96,10,8
2018-07-27T07:00:00,75,,94,29.96,9.94,8
2018-07-27T07:51:00,75,0,90,29.98,10,8
2018-07-27T08:51:00,75,0,88,29.98,10,7
2018-07-27T09:51:00,76,0,82,29.98,10,9
2018-07-27T10:00:00,76,,82,29.98,9.94,9
2018-07-27T10:51:00,76,0,85,29.98,10,8
2018-07-27T11:51:00,76,0,75,29.98,10,13
2018-07-27T12:51:00,75,0,74,29.96,10,11
2018-07-27T13:00:00,75,,74,29.96,9.94,11
2018-07-27T13:51:00,76,0,82,29.96,10,16
2018-07-27T14:51:00,75,0,85,29.95,10,13
2018-07-27T15:33:00,76,,85,29.93,10,15
2018-07-27T15:51:00,75,0,85,29.93,10,11
2018-07-27T16:00:00,75,,85,29.93,9.94,11
2018-07-27T16:25:00,74,,85,29.96,10,14
2018-07-27T16:42:00,74,,87,29.96,10,15
2018-07-27T16:47:00,73,,84,29.98,10,14
2018-07-27T16:51:00,75,0,90,29.96,10,15
2018-07-27T17:51:00,71,0,79,29.98,10,8
2018-07-27T18:51:00,72,T,88,30,10,3
2018-07-27T19:00:00,72,,88,29.99,9.94,3
2018-07-27T19:18:00,68,0.03,88,30.03,2,31
2018-07-27T19:28:00,68,,94,30.01,2,13
2018-07-27T19:36:00,70,1.12,100,30.01,4,10
2018-07-27T19:51:00,69,1.16,100,29.98,4,13
2018-07-27T20:26:00,69,0.01,97,30,10,5
2018-07-27T20:51:00,70,0.01,96,30.01,10,0
2018-07-27T21:51:00,70,T,94,30,10,5
2018-07-27T22:00:00,70,,94,29.99,9.94,5
2018-07-27T22:51:00,71,0,97,30.01,10,0
2018-07-27T23:51:00,72,0,100,30,10,0
2018-07-27T23:59:00,,,,,,
